assists,heroId,heroKills,lane,neutralKills,gameMode,totalXp,totalGold,win
12,98,18,2,105,2,33083,39655,0
18,52,0,0,0,22,28227,23793,0
15,25,0,0,0,1,31300,23767,1
7,57,0,0,0,1,17545,14566,1
2,120,1,3,22,2,9930,8688,0
13,120,4,1,16,2,12272,11969,1
1,55,2,1,21,2,5598,6682,0
3,69,0,3,17,2,7126,8079,0
5,63,3,3,7,2,9694,9665,0
3,36,1,1,32,2,9474,9249,0
10,52,2,1,37,2,10871,9945,0
27,42,5,3,32,2,19283,14913,1
18,63,14,1,56,2,38312,36255,1
8,9,7,1,12,2,10932,11625,0
14,70,8,3,27,2,18503,17450,0
5,55,7,3,60,2,18987,19114,0
12,2,15,3,44,2,27628,22544,0
7,52,5,1,23,2,10842,12176,0
21,65,3,1,43,2,18755,14567,0
4,78,1,3,8,2,10016,8598,0
11,65,2,3,20,2,17172,12473,0
5,2,3,1,67,1,11738,11345,0
10,57,7,3,56,1,22333,23931,0
19,13,4,3,27,2,29514,22974,0
6,65,5,3,30,2,14143,12250,0
14,65,5,3,76,2,16914,14563,0
2,13,0,3,22,2,7199,6565,0
13,78,6,3,53,2,22376,17901,1
8,78,8,2,51,2,20306,18110,0
2,39,10,2,56,2,25654,24795,0
2,49,1,2,12,2,9115,8221,0
11,39,13,2,100,2,29793,27804,1
7,49,8,2,41,2,20171,20219,0
6,13,3,2,15,2,19891,17209,0
13,65,7,2,86,2,25589,21941,1
3,39,6,2,20,2,17673,16241,0
8,88,3,2,6,16,9640,10245,1
18,22,10,2,14,16,14530,16616,1
11,65,2,2,51,2,13255,12556,1
17,13,5,2,34,2,23379,20300,1
9,49,3,2,29,2,10750,11512,0
14,13,3,2,18,2,20433,16278,0
6,19,6,2,21,2,13688,12672,0
6,11,2,2,60,2,14253,13547,0
6,97,3,2,29,2,12554,11498,0
4,21,2,2,36,2,9000,9625,0
16,11,16,2,115,2,32409,33729,1
19,39,12,1,74,2,32342,35844,1
3,29,0,1,25,2,8410,8694,0
10,65,2,2,54,2,15960,13552,1
3,52,7,2,57,2,11688,11479,0
7,97,3,2,27,2,22274,17456,0
8,39,0,0,0,2,19892,16781,0
3,25,9,1,40,2,16047,16105,1
2,39,16,2,41,2,22611,19879,0
6,17,0,0,0,2,31199,27612,0
15,25,7,2,54,2,23934,21782,1
6,22,3,2,13,2,10829,12209,1
5,11,3,2,42,2,16332,15542,0
11,72,0,0,0,2,24316,22948,1
5,47,5,1,58,2,20670,19276,0
10,15,3,2,44,2,17477,15481,0
10,39,0,0,0,2,16351,14420,1
4,39,1,2,26,2,12473,11506,0
6,39,4,1,16,2,13844,12748,1
5,39,5,2,24,2,17494,15236,1
13,13,4,2,63,2,21601,18133,1
14,25,8,1,113,2,32382,27927,1
5,39,3,2,24,2,11838,12360,1
8,15,9,2,59,2,27081,22924,1
10,47,8,2,33,2,17875,16934,1
1,15,0,2,29,2,9071,8642,0
10,39,6,3,29,2,17617,17183,1
8,47,5,2,22,2,26118,22990,1
11,25,7,2,66,2,24374,19931,1
10,11,3,2,66,2,15982,14057,1
7,47,6,2,21,2,13996,14322,1
12,22,5,2,30,2,32365,28426,0
14,15,2,3,33,2,18385,16698,1
7,47,8,2,53,2,19212,20575,1
11,17,12,2,37,2,22081,16606,1
10,39,5,1,78,2,28765,25260,1
5,37,3,2,14,2,10348,12198,1
13,22,7,2,28,2,22163,20239,1
5,13,17,2,23,2,22200,19600,1
4,17,6,1,62,2,28518,23301,0
4,46,2,2,92,2,17240,14772,0
9,39,7,1,30,2,17450,14476,1
14,99,11,2,52,2,25930,22260,0
10,15,1,0,4,2,11599,12278,1
7,17,10,1,31,2,19086,17063,1
6,39,5,3,14,2,18823,19548,1
15,39,10,1,37,2,14978,13327,1
21,17,11,3,76,2,32374,32852,1
11,15,5,1,5,2,10011,10277,1
14,39,7,2,19,2,15189,13410,1
11,99,8,2,15,2,14541,16556,1
6,49,16,2,16,2,16566,16813,1
10,15,8,3,50,2,24048,22969,1
2,39,3,2,0,2,6560,6753,1
5,39,5,1,11,2,9187,9048,1
4,11,4,1,60,2,32296,32206,1
2,47,6,2,30,2,16182,17945,0
13,99,6,2,12,2,13460,13185,1
2,49,1,2,0,2,6888,6297,0
8,99,2,2,26,2,11191,13927,1
1,99,5,2,58,2,19687,18777,1
8,49,6,2,0,2,10207,8057,1
11,39,3,1,8,2,10601,11896,1
9,39,10,1,25,2,14822,14906,1
19,64,3,1,35,2,14535,14115,1
10,17,9,1,18,2,11988,12821,1
5,15,7,1,46,2,19815,18137,1
15,39,4,1,78,2,29781,24445,1
3,47,3,2,13,1,13188,13151,0
9,28,1,1,20,2,10442,9286,0
7,15,3,2,17,2,13018,14572,1
10,49,1,2,8,2,14551,13001,1
9,78,6,1,18,2,14303,14920,1
12,39,0,0,0,2,23716,20840,0
5,65,0,0,0,2,7467,8496,0
6,22,0,0,0,2,11301,11266,0
18,22,0,0,0,2,26038,21698,1
3,11,0,0,0,2,22650,20595,0
3,96,0,0,0,2,6260,6974,1
12,97,0,0,0,2,22505,16317,1
6,11,0,0,0,2,19712,19008,1
13,39,15,2,70,2,31671,26213,1
5,78,4,3,18,2,9867,9749,0
15,21,0,0,0,2,23630,20118,0
8,39,0,0,0,2,20451,18160,1
2,39,0,0,0,2,12072,11495,0
8,39,12,2,38,2,18268,18832,1
15,39,0,0,0,2,28850,24148,1
11,39,0,0,0,2,19707,16301,1
16,78,0,0,0,2,29221,22121,1
11,39,0,0,0,2,15033,13963,1
13,39,10,1,61,2,24502,20570,0
8,39,0,0,0,2,26111,21508,1
13,17,0,0,0,2,26414,19224,0
23,78,0,0,0,2,26897,19240,1
12,96,0,0,0,2,18932,14851,1
17,78,0,0,0,2,25777,19782,1
11,78,0,0,0,2,7626,7002,1
