assists,heroId,heroKills,lane,neutralKills,gameMode,totalXp,totalGold,win
9,14,0,0,0,22,9871,8698,0
18,42,0,0,0,22,21618,21520,1
15,51,0,0,0,22,13535,13133,1
16,50,0,0,0,22,11332,11584,1
12,74,0,0,0,22,13693,15049,1
4,69,0,0,0,22,8558,10032,0
9,75,1,3,9,22,6080,6194,0
10,26,0,0,0,22,10362,11149,1
16,14,0,0,0,22,19323,15055,1
6,46,4,2,28,22,18813,15444,0
20,87,0,0,0,22,11468,12490,1
7,14,1,1,7,22,7687,7031,0
17,59,16,3,13,22,33157,32739,1
15,54,0,0,0,22,22798,20612,1
12,32,8,1,3,22,12418,12942,1
4,21,4,2,0,22,6125,7316,1
11,8,0,0,0,22,19256,21084,1
12,25,5,2,25,22,10357,13000,1
8,74,3,2,66,22,17935,17722,0
13,74,12,2,6,22,13856,14509,0
18,62,6,2,6,22,17732,17932,0
10,84,0,0,0,22,11035,8202,0
7,79,0,0,0,22,6385,8039,0
32,62,3,2,8,22,21920,20962,0
12,79,0,0,0,2,5966,7926,1
13,78,0,0,0,2,11462,10032,1
17,79,0,0,0,2,7410,10256,1
12,103,0,0,0,2,5888,6897,1
23,103,0,0,0,2,8980,9688,1
11,103,2,2,0,2,2956,4434,1
2,56,17,2,69,3,27539,22241,0
9,107,0,2,2,22,5948,6363,0
4,105,5,2,5,22,11455,12920,0
5,90,0,0,0,22,17150,18835,0
15,21,0,0,0,22,12758,14333,1
9,87,0,0,0,22,3294,4161,1
8,88,0,0,0,22,7395,7929,0
10,25,0,0,0,22,9690,9292,0
6,21,34,2,3,22,32371,26726,1
8,9,0,0,0,22,18245,18112,1
4,21,4,2,3,22,11830,11863,0
20,67,0,0,0,22,31327,26083,1
23,10,0,0,0,22,18682,17768,1
11,43,0,0,0,22,19906,17441,1
7,1,0,0,0,22,29912,24207,1
19,79,4,1,6,16,20585,16703,1
15,106,19,2,87,2,32833,34347,1
3,89,1,2,0,2,3410,4566,0
9,109,0,0,0,22,13854,19302,1
8,46,0,0,0,22,25244,22563,1
17,9,0,0,0,22,17126,17561,1
12,27,0,0,0,22,12255,11138,1
8,97,0,0,0,22,16281,14381,0
11,89,2,4,43,2,17442,14267,1
9,68,3,3,49,2,18955,22852,1
12,50,6,3,0,2,11613,10400,1
12,86,4,2,2,2,9215,9646,0
9,79,2,4,6,1,4987,5240,1
14,93,0,0,0,22,7834,10895,1
21,39,0,0,0,22,20222,17328,1
18,21,0,0,0,22,32407,28964,0
5,66,0,0,0,1,10679,13112,1
10,17,0,0,0,22,16657,13330,1
22,86,0,0,0,22,14513,13498,1
18,55,0,0,0,22,12693,12880,1
7,56,0,0,0,22,31868,24733,0
19,112,0,0,0,22,20100,15651,1
15,86,0,0,0,22,15827,14076,1
11,89,0,0,0,22,27299,25287,1
4,105,0,0,0,22,17681,18393,0
0,105,0,0,0,22,8995,11351,1
33,106,0,0,0,2,28930,18496,1
9,65,0,0,0,2,12398,11825,0
17,7,0,0,0,2,15221,10834,1
18,20,0,0,0,2,17458,13547,0
12,26,0,0,0,2,10465,8023,1
14,51,0,0,0,2,12971,10191,0
14,86,0,0,0,2,11534,9434,1
21,67,0,0,0,2,24665,17892,0
4,78,0,0,0,2,14038,11237,0
16,68,0,0,0,2,19288,15606,1
15,20,0,0,0,2,15876,12303,1
13,20,0,0,0,2,12574,9725,0
1,78,0,0,0,2,5194,4665,0
9,78,0,0,0,2,25957,17706,0
13,63,0,0,0,2,32400,26992,0
10,25,0,0,0,2,32553,41864,1
13,23,0,0,0,2,22150,18203,0
2,11,0,0,0,2,11751,11626,0
4,8,0,0,0,2,5784,5717,0
6,60,0,0,0,22,8724,8017,0
18,34,0,0,0,22,21883,20105,0
18,101,0,0,0,1,8886,9620,1
9,11,0,0,0,1,33392,28443,0
9,98,0,0,0,1,32336,23124,1
0,58,0,2,0,2,0,4307,0
8,58,1,3,10,1,6494,6692,0
5,18,0,0,0,2,30619,30513,1
9,104,0,0,0,16,27338,19600,0
6,52,0,0,0,16,8604,8723,0
6,18,0,0,0,16,14019,13381,0
21,86,0,0,0,2,23184,16197,1
10,3,0,0,0,2,16373,10455,0
6,101,0,0,0,2,11731,9491,0
5,79,0,0,0,2,5310,6183,0
2,63,0,0,0,2,4277,3747,0
2,75,0,0,0,2,13156,12594,0
14,78,0,0,0,2,21280,20960,1
14,78,0,0,0,2,15670,14409,1
16,78,0,0,0,2,17010,14792,1
6,97,0,0,0,2,7911,6276,0
7,13,0,0,0,2,17353,10152,0
7,74,0,0,0,2,14935,15702,0
8,47,0,0,0,2,23306,25148,1
5,106,0,0,0,2,8106,7056,0
12,27,0,0,0,2,14277,16409,1
12,43,0,0,0,2,11186,11186,0
10,46,0,0,0,2,29764,33325,1
11,106,0,0,0,2,23756,24234,0
5,46,0,0,0,16,29612,28582,0
12,73,0,0,0,16,19578,15762,0
12,60,0,0,0,2,15190,13083,1
10,111,3,3,6,2,11595,9656,0
21,71,7,2,18,2,15761,12783,1
15,68,0,0,0,2,12546,10218,1
17,71,4,2,6,2,9362,8002,1
6,111,4,1,8,2,5223,6098,0
10,31,2,2,4,2,12938,8862,0
22,69,9,2,17,2,15745,12651,1
3,6,0,0,0,22,10740,10006,0
11,16,8,1,36,16,22131,19881,0
6,83,4,4,81,16,15992,14631,0
11,3,0,0,0,22,8509,9831,1
1,109,0,0,0,2,8701,9753,0
10,28,0,0,0,2,21032,18052,0
24,79,0,0,0,2,12727,9909,1
8,26,0,0,0,2,6460,6018,1
9,107,0,0,0,1,17008,10275,0
5,83,0,0,0,1,7512,7449,0
17,10,0,0,0,1,25280,24688,0
7,58,0,0,0,1,9436,10539,0
17,73,0,0,0,1,13940,10273,0
17,9,0,0,0,1,32783,28289,0
0,68,0,0,0,1,1900,1615,0
20,13,0,0,0,1,14255,13074,1
7,69,0,0,0,1,18554,18432,1
4,34,0,0,0,1,16726,12045,0
10,45,0,0,0,1,10064,12999,1
0,53,0,0,0,1,15989,19297,0
13,86,5,2,2,22,12018,13538,1
18,88,0,0,0,2,32348,22534,0
12,44,0,0,0,2,19566,16965,0
6,66,0,0,0,22,20869,18036,0
8,101,0,0,0,2,6810,6058,1
8,89,0,0,0,2,8409,9160,0
17,89,0,0,0,2,25086,22907,1
6,25,0,0,0,22,11698,15209,1
6,37,4,2,26,22,9994,12843,1
8,97,0,0,0,22,8822,11028,1
6,56,0,0,0,22,31172,20770,1
14,98,0,0,0,22,28817,22385,1
9,73,0,0,0,22,14475,13220,0
13,86,0,0,0,1,14450,11873,1
22,20,0,0,0,1,14900,10596,0
3,98,0,0,0,1,6555,8531,1
12,14,0,0,0,22,12015,10413,0
3,75,0,1,15,22,2170,2025,1
15,113,0,0,0,22,23111,21357,0
16,47,0,0,0,22,11630,14514,1
9,50,2,1,3,22,4054,5326,0
16,87,8,3,11,22,17029,14846,0
5,69,7,1,8,22,6336,9443,1
4,1,3,2,16,22,6511,7294,0
16,50,9,3,8,22,16579,16499,1
5,10,0,0,0,1,32735,29114,1
9,69,0,0,0,1,17495,17524,1
17,9,0,0,0,1,13517,11676,0
19,65,0,0,0,1,21195,17647,1
15,69,3,1,65,2,19527,17678,1
9,20,1,1,6,2,11244,7890,0
26,20,0,3,4,2,19704,12709,1
7,18,0,1,0,2,4500,5093,0
16,26,1,1,4,2,15223,11648,1
9,111,1,1,1,2,4395,4164,0
6,26,2,1,1,2,2621,3272,0
12,18,4,1,3,2,12286,10311,1
20,31,9,2,5,2,14075,10814,1
12,31,2,3,6,2,9515,8027,0
12,26,0,3,0,2,7517,6728,1
6,111,2,3,0,2,3444,3714,0
11,50,3,1,5,2,11113,9298,1
15,69,3,1,65,2,19527,17678,1
9,20,1,1,6,2,11244,7890,0
26,20,0,3,4,2,19704,12709,1
7,18,0,1,0,2,4500,5093,0
16,26,1,1,4,2,15223,11648,1
6,26,2,1,1,2,2621,3272,0
9,111,1,1,1,2,4395,4164,0
12,18,4,1,3,2,12286,10311,1
20,31,9,2,5,2,14075,10814,1
12,31,2,3,6,2,9515,8027,0
12,26,0,3,0,2,7517,6728,1
6,111,2,3,0,2,3444,3714,0
11,50,3,1,5,2,11113,9298,1
14,7,0,0,0,22,17392,16238,1
15,69,3,1,65,2,19527,17678,1
9,20,1,1,6,2,11244,7890,0
26,20,0,3,4,2,19704,12709,1
7,18,0,1,0,2,4500,5093,0
16,26,1,1,4,2,15223,11648,1
6,26,2,1,1,2,2621,3272,0
9,111,1,1,1,2,4395,4164,0
12,18,4,1,3,2,12286,10311,1
12,31,2,3,6,2,9515,8027,0
20,31,9,2,5,2,14075,10814,1
14,101,19,2,3,22,21960,17568,1
16,62,2,2,25,22,14830,12751,0
19,102,0,0,0,22,12575,10690,1
10,1,0,0,0,22,27130,24179,1
7,60,0,0,0,22,10908,10806,0
4,31,0,0,0,22,5837,4696,0
16,14,9,1,9,22,9912,11071,0
28,62,5,2,8,22,16558,19161,1
6,101,0,0,0,22,8715,10139,1
11,16,4,3,5,22,11335,13934,1
6,91,0,0,0,22,6969,8850,1
28,101,2,2,28,2,17728,15397,1
19,103,1,1,6,2,20786,19875,1
4,32,3,2,6,2,9832,9544,0
7,34,0,0,0,22,12271,14967,1
19,30,0,0,0,22,11197,14600,1
13,69,4,1,64,22,10792,12217,1
5,2,0,0,0,22,15465,15801,1
15,107,2,2,7,22,14705,15836,0
0,58,0,2,0,2,0,4307,0
8,58,1,3,10,1,6494,6692,0
8,58,1,3,10,1,6494,6692,0
0,58,0,2,0,2,0,4307,0
12,87,1,3,11,2,7625,6114,0
14,87,1,1,11,2,6868,5250,0
8,26,2,3,3,2,5895,5799,1
18,3,3,2,1,2,12522,10106,1
22,3,3,2,3,2,12590,8980,0
14,87,8,2,1,2,9262,7242,0
17,87,2,3,4,2,15034,10703,0
21,111,5,1,7,2,16600,9639,1
8,87,4,2,0,2,4542,4590,0
13,68,3,1,10,2,10876,8610,1
17,5,3,1,13,2,15206,10635,0
17,31,2,2,0,2,11828,8222,1
2,27,2,1,5,2,7803,6150,0
15,3,1,2,1,2,13876,7935,0
12,3,2,2,5,2,11044,8241,1
13,84,3,1,2,2,12002,11813,1
14,3,1,2,1,2,9703,10894,0
15,3,7,2,4,2,12550,10349,1
8,78,3,2,7,2,14414,9452,0
14,68,1,1,13,2,9879,8956,0
9,84,0,2,3,2,9752,9016,1
24,5,3,4,26,2,41212,30961,0
4,83,1,2,7,2,6791,5604,0
20,87,4,3,9,2,9703,8241,1
4,64,2,3,4,2,4990,5489,0
7,79,0,0,0,2,10528,12926,1
12,57,0,0,0,2,11921,13184,0
5,90,0,1,3,2,6755,8173,0
7,87,4,1,4,2,4732,5272,0
21,87,5,1,7,2,12345,10138,1
17,79,0,0,0,2,16334,17713,1
21,87,2,1,8,2,10330,9570,1
14,79,2,1,15,2,6616,9069,1
12,26,3,1,15,2,9233,9741,1
19,30,1,3,14,2,10045,9450,1
17,32,7,2,1,2,14108,14738,1
16,68,4,3,8,2,11429,12849,1
10,91,4,2,10,2,14399,11900,0
8,102,3,3,4,16,7026,9786,1
11,75,9,3,7,16,11333,13301,1
3,111,1,1,19,2,5132,5781,0
4,111,1,3,10,2,5174,5410,0
5,25,6,3,17,2,17878,15078,0
18,68,1,1,5,2,13779,13112,1
4,79,1,2,15,2,4347,5029,0
11,25,9,1,27,2,16563,16481,1
12,91,4,2,10,2,13346,10956,1
11,112,3,1,30,2,13187,11414,0
4,87,3,3,16,2,5432,6224,0
11,91,5,2,12,2,15305,10823,1
6,25,5,3,121,2,25485,21775,0
10,25,7,1,66,2,24183,22417,0
18,50,3,3,9,2,19575,17017,1
2,89,0,1,6,2,4169,5249,0
4,91,1,2,8,2,5572,5994,0
17,68,6,3,7,2,11289,13383,1
5,18,0,0,0,2,30619,30513,1
9,104,0,0,0,16,27338,19600,0
6,52,0,0,0,16,8604,8723,0
6,18,0,0,0,16,14019,13381,0
8,58,1,3,10,1,6494,6692,0
0,58,0,2,0,2,0,4307,0
12,87,1,3,11,2,7625,6114,0
14,87,1,1,11,2,6868,5250,0
8,26,2,3,3,2,5895,5799,1
18,3,3,2,1,2,12522,10106,1
22,3,3,2,3,2,12590,8980,0
9,47,0,0,0,2,30769,24145,1
21,86,0,0,0,2,24253,15864,1
10,89,0,0,0,22,30129,29865,0
13,104,0,0,0,1,17194,15786,0
18,7,0,0,0,1,23571,19589,1
19,107,0,0,0,1,11466,9783,1
1,17,0,0,0,1,7101,5737,0
9,8,0,0,0,1,14469,14166,1
14,69,0,0,0,1,21653,19860,1
3,103,0,0,0,1,11253,9552,0
0,11,0,0,0,1,4800,4270,0
9,33,0,0,0,2,9140,8657,0
7,86,0,0,0,2,10675,9830,0
11,20,0,0,0,2,16137,10903,1
8,101,0,0,0,2,13437,11179,0
13,45,0,0,0,2,21738,21124,0
5,49,0,0,0,2,12266,11620,0
4,9,0,0,0,2,8502,8752,0
