assists,heroId,heroKills,lane,neutralKills,gameMode,totalXp,totalGold,win
0,54,0,1,0,2,0,4307,0
4,54,9,3,52,1,20542,19846,0
14,63,6,3,108,2,25111,22411,1
12,72,2,1,134,2,20811,20430,0
19,40,11,3,69,2,22604,24438,1
1,8,6,1,114,2,16031,18156,0
12,12,9,1,89,2,27273,26670,1
5,114,1,1,35,2,9612,9591,0
5,44,1,1,3,2,3563,4951,0
17,48,8,1,187,2,25596,32032,1
11,1,8,3,172,2,24244,24696,1
10,69,3,1,49,2,19445,21175,0
2,80,6,3,34,2,11774,11795,1
2,44,1,3,19,2,7375,7772,0
6,1,7,1,242,2,33415,36930,1
14,63,6,3,108,2,25111,22411,1
12,72,2,1,134,2,20811,20430,0
19,40,11,3,69,2,22604,24438,1
1,8,6,1,114,2,16031,18156,0
12,12,9,1,89,2,27273,26670,1
5,44,1,1,3,2,3563,4951,0
5,114,1,1,35,2,9612,9591,0
17,48,8,1,187,2,25596,32032,1
11,1,8,3,172,2,24244,24696,1
10,69,3,1,49,2,19445,21175,0
2,80,6,3,34,2,11774,11795,1
2,44,1,3,19,2,7375,7772,0
6,1,7,1,242,2,33415,36930,1
14,63,6,3,108,2,25111,22411,1
12,72,2,1,134,2,20811,20430,0
19,40,11,3,69,2,22604,24438,1
1,8,6,1,114,2,16031,18156,0
12,12,9,1,89,2,27273,26670,1
5,44,1,1,3,2,3563,4951,0
5,114,1,1,35,2,9612,9591,0
17,48,8,1,187,2,25596,32032,1
10,69,3,1,49,2,19445,21175,0
11,1,8,3,172,2,24244,24696,1
0,54,0,1,0,2,0,4307,0
4,54,9,3,52,1,20542,19846,0
4,54,9,3,52,1,20542,19846,0
0,54,0,1,0,2,0,4307,0
6,94,9,1,101,2,19682,20987,0
4,10,12,1,30,2,14872,14589,0
7,93,12,3,67,2,14739,14332,1
10,41,11,1,90,2,23288,20578,1
7,8,7,1,81,2,26313,25473,0
12,109,4,3,45,2,13738,15261,0
6,54,13,1,67,2,27828,29870,0
16,109,13,1,93,2,23704,24490,1
3,48,8,1,86,2,14780,13338,0
10,109,2,1,82,2,21451,28400,1
12,28,2,1,73,2,22766,19030,0
13,109,5,3,98,2,23231,29009,1
5,48,4,1,93,2,19806,20137,0
13,70,11,1,86,2,27619,21723,0
13,72,10,3,81,2,25658,25558,1
11,36,7,1,64,2,27675,30452,1
15,63,14,1,120,2,39053,31255,0
16,54,10,1,71,2,25641,23285,1
12,2,11,3,37,2,20157,16285,1
20,94,16,3,43,2,27669,24301,1
8,41,9,1,56,2,31947,31947,0
8,36,10,3,70,2,21969,23478,1
24,40,10,1,88,2,58712,67307,0
1,54,2,1,47,2,15593,14208,0
11,70,8,3,53,2,17633,15207,1
2,95,0,3,63,2,12450,11557,0
9,6,0,0,0,2,26950,26503,1
6,70,0,0,0,2,21873,23540,0
2,8,0,3,49,2,11937,13149,0
2,70,3,1,34,2,8112,8540,0
9,70,13,1,40,2,17483,18552,1
16,18,0,0,0,2,32403,37971,1
13,4,10,1,81,2,22768,21040,1
13,48,5,1,55,2,15244,18166,1
11,18,7,1,94,2,17989,20470,1
23,41,11,3,70,2,19565,21385,1
9,67,6,1,60,2,21527,19737,0
10,44,4,3,22,2,15816,14174,0
8,77,4,1,81,2,15315,16063,0
10,72,9,1,80,2,32587,36406,0
4,59,6,1,7,2,8047,10535,1
3,59,17,1,31,2,21271,19670,1
11,42,4,1,55,2,16573,14593,0
7,59,8,1,40,2,22307,21676,1
3,8,5,1,14,2,8181,9031,0
12,38,8,3,13,2,18169,18957,1
3,28,1,3,3,2,6736,7137,0
17,72,11,1,26,2,15715,16089,0
15,81,14,3,33,2,26847,26761,1
12,59,14,1,25,2,21089,19619,1
2,4,5,1,23,2,15113,13778,0
