assists,heroId,heroKills,lane,neutralKills,gameMode,totalXp,totalGold,win
6,59,10,2,49,2,20277,16569,0
6,106,5,2,42,2,12778,11886,0
13,52,10,2,69,2,24781,20738,1
11,4,16,2,66,2,20404,23170,1
2,19,4,2,7,2,12373,11893,0
21,25,7,2,229,2,34330,35096,1
12,106,8,2,79,2,29156,22962,0
4,39,6,2,82,2,19045,17291,0
16,43,13,2,57,2,23560,19019,1
7,21,15,2,38,2,14740,15711,0
14,106,8,2,68,2,19916,18937,1
8,43,10,2,81,2,21861,20077,1
24,39,10,2,49,2,29051,24954,1
6,17,16,2,194,2,28525,28664,1
9,47,7,2,12,2,15646,12169,0
8,39,18,2,60,2,24887,21601,1
7,47,4,2,61,2,14815,12975,0
13,19,10,2,21,2,15121,16621,1
12,52,9,2,42,2,15714,18136,1
2,49,5,2,52,2,10991,11389,0
16,72,8,2,19,2,18212,18983,1
17,15,5,2,28,2,15904,13510,1
3,49,0,0,0,2,7957,10128,1
3,13,8,2,9,2,11729,11530,0
3,39,7,2,31,2,12781,13443,0
12,11,10,2,84,2,33682,31220,0
12,11,5,2,49,2,12244,13730,0
8,17,17,2,96,2,30636,27359,0
2,43,3,1,24,2,10519,10111,0
4,9,2,2,21,2,13834,13146,0
2,70,8,2,58,2,11957,10926,0
9,39,14,2,56,2,24529,23187,1
9,98,13,2,46,2,32406,44582,0
7,98,7,2,52,2,22974,22354,0
11,106,15,2,56,2,32663,31862,1
4,25,11,2,9,2,17335,18105,1
7,52,17,2,42,2,23262,22982,1
6,19,4,2,29,2,13910,14475,0
13,97,4,2,13,2,12994,11037,0
2,11,0,2,9,2,6541,7836,0
3,78,2,2,6,2,9089,9620,0
16,78,0,0,0,2,26190,19818,0
10,98,8,3,83,2,32878,38289,0
6,8,6,2,184,2,28938,29914,1
11,8,3,2,36,2,20037,16652,0
15,18,10,1,122,2,32359,47516,1
2,19,3,2,9,2,12559,11354,0
10,56,21,2,43,22,21800,17603,1
2,11,5,2,56,22,10786,11676,0
7,86,8,2,5,22,29004,20384,0
24,28,2,2,2,22,9257,8777,1
6,19,13,2,49,3,22270,17271,0
16,46,0,0,0,22,32210,25986,0
12,74,8,2,25,22,17043,13139,0
0,76,1,2,0,22,2224,2101,0
8,93,0,0,0,22,32481,43917,1
20,74,0,0,0,22,24497,24757,1
10,74,0,0,0,22,13216,17266,1
18,19,16,2,48,22,29349,27834,0
4,1,0,0,0,22,14327,14110,0
6,11,6,2,21,22,9305,9907,0
13,94,3,2,217,2,31614,33885,1
11,45,12,2,18,2,19247,18566,1
6,46,5,2,136,2,26590,24402,0
16,15,8,2,168,2,28207,26161,1
15,49,5,2,103,2,24194,20836,1
6,34,5,2,90,2,23020,26895,0
3,52,7,2,153,2,24796,24144,0
1,23,0,2,10,2,7059,6783,0
0,4,5,1,28,2,7870,8119,0
6,76,8,2,84,2,24441,23020,1
12,43,8,2,55,2,27419,28502,1
7,39,12,2,67,2,20031,17675,0
2,11,2,2,70,2,16303,17296,0
9,11,16,2,66,2,21414,23222,1
6,17,2,2,91,2,17969,16489,0
5,70,11,2,44,2,19400,17136,1
5,98,13,2,29,2,26885,20287,1
9,13,4,2,25,2,24201,18987,0
3,39,0,2,43,2,12160,10316,0
10,8,13,2,141,2,32426,38353,1
18,15,3,2,27,2,32691,33910,1
7,25,8,2,50,2,19565,18975,0
15,22,10,2,31,2,32423,33902,1
2,11,3,2,42,2,11118,10679,0
7,11,13,2,139,2,33550,41136,0
11,106,3,3,6,2,15313,13255,0
17,106,19,2,33,2,32629,29186,1
13,94,3,2,217,2,31614,33885,1
11,45,12,2,18,2,19247,18566,1
16,15,8,2,168,2,28207,26161,1
6,46,5,2,136,2,26590,24402,0
15,49,5,2,103,2,24194,20836,1
6,34,5,2,90,2,23020,26895,0
