assists,heroId,heroKills,lane,neutralKills,gameMode,totalXp,totalGold,win
11,114,9,2,77,2,28250,22262,1
8,114,4,2,47,2,12413,11311,1
9,120,8,2,41,2,13572,12697,1
2,70,10,1,66,2,21897,22984,1
6,76,10,2,70,2,19704,19154,1
5,95,2,1,66,2,18245,21490,1
14,28,8,1,10,2,13800,12889,1
3,76,2,2,5,2,7185,7221,0
9,92,14,2,31,2,17238,15236,1
0,49,0,3,0,2,0,5966,1
12,19,14,2,9,2,20675,16853,1
20,50,12,2,17,2,19293,17105,1
8,114,3,2,12,2,19181,13520,0
13,17,9,2,36,2,29121,24061,0
2,12,2,2,60,2,11206,10062,0
4,113,4,2,51,2,13191,15028,0
10,19,9,2,28,2,15811,13615,1
10,19,17,2,39,2,18095,17848,1
7,20,0,3,13,2,7588,6504,0
11,25,12,2,111,2,32529,27590,1
3,17,5,2,34,2,14216,14105,0
16,15,10,2,71,2,22296,23222,1
0,65,0,2,0,2,0,4561,0
9,113,18,2,99,2,35113,44732,1
26,23,24,2,122,2,44493,53711,1
16,11,17,2,96,2,23862,24381,1
13,52,9,2,67,2,22415,21264,1
3,94,2,2,157,2,14889,18042,0
0,17,1,2,59,2,7226,7164,0
15,72,6,2,118,2,27387,26600,1
15,36,15,2,34,2,18316,19312,1
10,99,4,2,30,2,19865,16287,1
5,106,4,1,49,2,26465,23352,0
8,46,7,2,85,2,20222,19490,0
7,39,8,3,107,2,26260,20794,0
8,39,4,2,16,2,13373,12839,0
5,12,6,2,94,2,17184,15865,0
15,6,8,2,54,2,16899,15754,1
4,45,6,2,32,2,10560,9266,0
9,74,8,2,12,2,22830,23162,0
9,95,7,2,66,2,17909,18464,1
14,76,10,2,89,2,30162,33039,1
24,99,2,2,45,2,24214,19449,1
6,13,6,2,11,2,9127,9445,0
5,39,7,2,54,2,18857,16531,0
2,106,0,2,23,2,7798,6800,0
4,11,5,2,76,2,13301,14148,0
14,13,5,2,64,2,25553,25665,0
5,76,19,2,75,2,26640,30960,1
14,13,12,2,30,2,22509,18436,1
6,17,12,2,65,2,21353,21043,1
18,39,13,2,111,2,33852,31219,1
15,106,14,2,78,2,28920,24260,1
3,98,0,3,29,2,10272,10126,0
1,93,3,3,55,2,12537,13396,0
10,74,7,2,44,2,19566,22462,0
5,8,3,2,32,2,16580,18906,0
4,12,3,3,53,2,12948,13045,0
7,74,3,2,69,2,23517,25796,0
8,88,3,3,1,2,9850,9023,0
15,106,3,1,45,2,15580,14071,1
14,106,5,1,78,2,32411,28107,0
