assists,heroId,heroKills,lane,neutralKills,gameMode,totalXp,totalGold,win
6,65,2,1,20,2,8694,6647,0
6,78,0,0,0,22,10758,9674,0
12,16,1,1,25,2,9728,9825,1
29,55,5,1,40,2,18988,16462,1
10,84,2,3,2,2,8300,6683,0
4,95,2,3,66,2,11846,9872,0
3,108,0,0,0,22,13211,10713,0
8,97,4,3,75,22,16108,13967,0
15,114,12,2,19,22,18941,21025,1
20,97,6,1,69,22,26226,24299,1
15,97,6,1,32,22,21757,16770,0
19,55,0,0,0,22,26345,20529,1
29,55,7,3,42,22,19905,16801,0
15,104,22,1,144,22,27499,45017,1
7,97,0,0,0,22,14512,13437,0
1,1,5,1,68,22,23430,20265,0
14,16,0,0,0,22,15901,16344,1
22,107,0,0,0,22,12347,11493,1
32,55,6,3,65,22,23614,19256,1
11,97,0,0,0,22,19707,15627,1
27,97,5,3,81,22,27500,28350,1
24,16,0,0,0,22,15658,16187,1
4,97,0,0,0,22,24522,22288,0
9,28,0,0,0,22,11755,10117,0
4,108,0,0,0,22,7348,8606,0
6,88,0,0,0,22,6977,6099,0
15,104,0,0,0,22,27486,23319,1
7,57,0,0,0,22,17120,15152,0
19,83,0,0,0,22,9516,11565,1
15,65,5,2,50,22,21960,17033,0
18,76,0,0,0,22,27534,34245,1
5,57,0,0,0,22,8637,8800,0
19,65,0,0,0,22,14589,14446,1
13,104,0,0,0,22,20559,17267,0
13,96,4,3,81,22,27532,23538,0
11,28,9,1,50,22,16573,16148,0
11,108,0,0,0,4,11295,11377,1
9,104,0,0,0,4,15114,15787,1
25,42,0,0,0,4,27870,25866,1
17,108,0,3,68,22,24265,22770,1
16,16,0,0,0,22,12425,10672,0
11,65,7,3,40,22,16683,16368,0
18,114,0,0,0,22,27973,22721,0
15,104,0,0,0,22,25496,20887,1
10,36,6,1,40,22,17128,15236,0
5,104,12,3,53,22,13584,14005,0
5,19,0,0,0,22,12453,13968,0
12,114,0,0,0,22,12354,13108,1
9,108,9,3,19,22,9967,14541,1
9,28,16,3,24,22,16159,20163,1
20,65,0,0,0,22,21877,16643,0
1,66,2,2,58,22,6276,7963,0
8,114,11,1,8,22,18717,17755,0
11,28,13,1,34,22,27597,26545,1
14,76,14,2,62,22,26750,22828,1
1,2,1,3,16,22,3772,4050,0
16,51,7,3,7,22,19692,16072,0
6,73,0,0,0,22,11660,13397,0
6,65,0,0,0,22,10635,11493,0
3,2,4,1,15,22,11272,10995,0
14,2,13,3,104,22,22786,20418,1
15,108,5,1,31,22,19676,15919,0
12,114,7,2,11,22,13936,13879,1
12,108,0,3,23,22,15409,13286,0
16,36,0,0,0,22,23817,25289,1
